obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,zone,observed,standard_deviation
oname:hk_otype:arr_i:15_j:8_zone:1,26.0,0.0,hk,15,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:15_j:9_zone:1,26.2,0.0,hk,15,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:0_zone:1,37.6,0.0,hk,16,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:10_zone:1,10.2,0.0,hk,16,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:11_zone:1,11.9,0.0,hk,16,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:12_zone:1,9.5,0.0,hk,16,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:13_zone:1,20.6,0.0,hk,16,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:14_zone:1,15.9,0.0,hk,16,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:15_zone:1,14.0,0.0,hk,16,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:16_zone:1,17.3,0.0,hk,16,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:17_zone:1,12.7,0.0,hk,16,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:18_zone:1,12.5,0.0,hk,16,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:19_zone:1,13.0,0.0,hk,16,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:1_zone:1,21.9,0.0,hk,16,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:2_zone:1,29.9,0.0,hk,16,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:3_zone:1,44.3,0.0,hk,16,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:8_zone:1,20.9,0.0,hk,16,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:16_j:9_zone:1,25.4,0.0,hk,16,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:0_zone:1,25.2,0.0,hk,17,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:10_zone:1,18.4,0.0,hk,17,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:11_zone:1,16.4,0.0,hk,17,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:12_zone:1,13.0,0.0,hk,17,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:13_zone:1,11.6,0.0,hk,17,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:14_zone:1,10.5,0.0,hk,17,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:15_zone:1,10.6,0.0,hk,17,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:16_zone:1,12.6,0.0,hk,17,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:17_zone:1,16.3,0.0,hk,17,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:18_zone:1,17.3,0.0,hk,17,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:19_zone:1,13.0,0.0,hk,17,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:1_zone:1,31.4,0.0,hk,17,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:2_zone:1,48.0,0.0,hk,17,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:3_zone:1,49.8,0.0,hk,17,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:8_zone:1,25.9,0.0,hk,17,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:17_j:9_zone:1,21.1,0.0,hk,17,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:0_zone:1,28.9,0.0,hk,18,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:10_zone:1,24.5,0.0,hk,18,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:11_zone:1,16.3,0.0,hk,18,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:12_zone:1,19.0,0.0,hk,18,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:13_zone:1,14.3,0.0,hk,18,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:14_zone:1,14.1,0.0,hk,18,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:15_zone:1,9.9,0.0,hk,18,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:16_zone:1,16.8,0.0,hk,18,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:17_zone:1,15.5,0.0,hk,18,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:18_zone:1,9.1,0.0,hk,18,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:19_zone:1,13.3,0.0,hk,18,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:1_zone:1,31.9,0.0,hk,18,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:2_zone:1,36.1,0.0,hk,18,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:3_zone:1,27.8,0.0,hk,18,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:8_zone:1,29.4,0.0,hk,18,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:18_j:9_zone:1,31.9,0.0,hk,18,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:0_zone:1,32.4,0.0,hk,19,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:10_zone:1,27.8,0.0,hk,19,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:11_zone:1,34.5,0.0,hk,19,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:12_zone:1,26.9,0.0,hk,19,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:13_zone:1,16.8,0.0,hk,19,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:14_zone:1,13.7,0.0,hk,19,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:15_zone:1,12.4,0.0,hk,19,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:16_zone:1,19.2,0.0,hk,19,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:17_zone:1,13.8,0.0,hk,19,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:18_zone:1,8.5,0.0,hk,19,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:19_zone:1,10.5,0.0,hk,19,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:1_zone:1,33.9,0.0,hk,19,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:2_zone:1,37.3,0.0,hk,19,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:3_zone:1,19.0,0.0,hk,19,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:8_zone:1,39.5,0.0,hk,19,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:19_j:9_zone:1,44.2,0.0,hk,19,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:0_zone:1,16.2,0.0,hk,1,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:10_zone:1,33.5,0.0,hk,1,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:11_zone:1,41.0,0.0,hk,1,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:12_zone:1,52.2,0.0,hk,1,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:13_zone:1,54.5,0.0,hk,1,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:14_zone:1,37.3,0.0,hk,1,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:15_zone:1,34.5,0.0,hk,1,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:16_zone:1,29.5,0.0,hk,1,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:17_zone:1,16.2,0.0,hk,1,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:18_zone:1,18.2,0.0,hk,1,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:19_zone:1,30.8,0.0,hk,1,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:1_zone:1,15.7,0.0,hk,1,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:2_zone:1,14.3,0.0,hk,1,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:3_zone:1,20.3,0.0,hk,1,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:4_zone:1,14.7,0.0,hk,1,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:5_zone:1,15.8,0.0,hk,1,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:6_zone:1,9.9,0.0,hk,1,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:7_zone:1,11.9,0.0,hk,1,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:8_zone:1,18.3,0.0,hk,1,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:1_j:9_zone:1,30.5,0.0,hk,1,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:0_zone:1,35.6,0.0,hk,20,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:10_zone:1,43.2,0.0,hk,20,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:11_zone:1,86.4,0.0,hk,20,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:12_zone:1,49.4,0.0,hk,20,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:13_zone:1,22.1,0.0,hk,20,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:14_zone:1,18.2,0.0,hk,20,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:15_zone:1,12.1,0.0,hk,20,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:16_zone:1,13.0,0.0,hk,20,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:17_zone:1,22.0,0.0,hk,20,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:18_zone:1,22.0,0.0,hk,20,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:19_zone:1,13.1,0.0,hk,20,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:1_zone:1,58.4,0.0,hk,20,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:2_zone:1,41.3,0.0,hk,20,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:3_zone:1,15.6,0.0,hk,20,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:8_zone:1,43.6,0.0,hk,20,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:20_j:9_zone:1,64.9,0.0,hk,20,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:0_zone:1,46.7,0.0,hk,21,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:10_zone:1,64.1,0.0,hk,21,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:11_zone:1,76.5,0.0,hk,21,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:12_zone:1,53.3,0.0,hk,21,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:13_zone:1,26.7,0.0,hk,21,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:14_zone:1,28.2,0.0,hk,21,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:15_zone:1,19.2,0.0,hk,21,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:16_zone:1,12.3,0.0,hk,21,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:17_zone:1,16.1,0.0,hk,21,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:18_zone:1,20.3,0.0,hk,21,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:19_zone:1,20.7,0.0,hk,21,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:1_zone:1,35.0,0.0,hk,21,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:2_zone:1,47.3,0.0,hk,21,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:3_zone:1,25.6,0.0,hk,21,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:6_zone:1,23.9,0.0,hk,21,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:7_zone:1,34.5,0.0,hk,21,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:8_zone:1,51.9,0.0,hk,21,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:21_j:9_zone:1,59.4,0.0,hk,21,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:0_zone:1,40.3,0.0,hk,22,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:10_zone:1,63.1,0.0,hk,22,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:11_zone:1,42.0,0.0,hk,22,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:12_zone:1,33.8,0.0,hk,22,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:13_zone:1,21.2,0.0,hk,22,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:14_zone:1,33.1,0.0,hk,22,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:15_zone:1,29.1,0.0,hk,22,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:16_zone:1,26.4,0.0,hk,22,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:17_zone:1,19.8,0.0,hk,22,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:18_zone:1,17.9,0.0,hk,22,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:19_zone:1,18.0,0.0,hk,22,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:1_zone:1,25.9,0.0,hk,22,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:2_zone:1,30.5,0.0,hk,22,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:3_zone:1,20.9,0.0,hk,22,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:4_zone:1,21.7,0.0,hk,22,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:6_zone:1,39.2,0.0,hk,22,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:7_zone:1,37.9,0.0,hk,22,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:8_zone:1,52.5,0.0,hk,22,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:22_j:9_zone:1,53.4,0.0,hk,22,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:0_zone:1,29.8,0.0,hk,23,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:10_zone:1,36.1,0.0,hk,23,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:11_zone:1,24.2,0.0,hk,23,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:12_zone:1,24.8,0.0,hk,23,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:13_zone:1,21.4,0.0,hk,23,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:14_zone:1,29.0,0.0,hk,23,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:15_zone:1,25.2,0.0,hk,23,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:16_zone:1,20.1,0.0,hk,23,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:17_zone:1,14.7,0.0,hk,23,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:18_zone:1,27.2,0.0,hk,23,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:19_zone:1,26.6,0.0,hk,23,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:1_zone:1,37.4,0.0,hk,23,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:2_zone:1,25.6,0.0,hk,23,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:3_zone:1,24.0,0.0,hk,23,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:4_zone:1,36.4,0.0,hk,23,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:5_zone:1,24.0,0.0,hk,23,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:6_zone:1,34.8,0.0,hk,23,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:7_zone:1,35.9,0.0,hk,23,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:8_zone:1,41.7,0.0,hk,23,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:23_j:9_zone:1,28.7,0.0,hk,23,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:0_zone:1,35.6,0.0,hk,24,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:10_zone:1,41.0,0.0,hk,24,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:11_zone:1,31.4,0.0,hk,24,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:12_zone:1,31.1,0.0,hk,24,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:13_zone:1,22.6,0.0,hk,24,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:14_zone:1,38.6,0.0,hk,24,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:15_zone:1,26.5,0.0,hk,24,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:16_zone:1,38.4,0.0,hk,24,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:17_zone:1,31.3,0.0,hk,24,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:18_zone:1,17.6,0.0,hk,24,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:19_zone:1,26.6,0.0,hk,24,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:1_zone:1,39.5,0.0,hk,24,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:2_zone:1,46.8,0.0,hk,24,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:3_zone:1,40.7,0.0,hk,24,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:4_zone:1,41.0,0.0,hk,24,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:5_zone:1,44.8,0.0,hk,24,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:6_zone:1,51.9,0.0,hk,24,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:7_zone:1,46.7,0.0,hk,24,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:8_zone:1,46.3,0.0,hk,24,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:24_j:9_zone:1,34.1,0.0,hk,24,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:0_zone:1,62.9,0.0,hk,25,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:10_zone:1,51.2,0.0,hk,25,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:11_zone:1,31.2,0.0,hk,25,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:12_zone:1,25.1,0.0,hk,25,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:13_zone:1,26.2,0.0,hk,25,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:14_zone:1,20.0,0.0,hk,25,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:15_zone:1,22.9,0.0,hk,25,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:16_zone:1,26.6,0.0,hk,25,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:17_zone:1,20.2,0.0,hk,25,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:18_zone:1,27.8,0.0,hk,25,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:19_zone:1,16.6,0.0,hk,25,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:1_zone:1,49.6,0.0,hk,25,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:2_zone:1,47.9,0.0,hk,25,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:3_zone:1,30.1,0.0,hk,25,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:4_zone:1,47.2,0.0,hk,25,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:5_zone:1,56.1,0.0,hk,25,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:6_zone:1,40.0,0.0,hk,25,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:7_zone:1,28.5,0.0,hk,25,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:8_zone:1,19.2,0.0,hk,25,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:25_j:9_zone:1,25.9,0.0,hk,25,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:0_zone:1,64.5,0.0,hk,26,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:10_zone:1,38.0,0.0,hk,26,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:11_zone:1,25.0,0.0,hk,26,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:12_zone:1,34.8,0.0,hk,26,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:13_zone:1,29.2,0.0,hk,26,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:14_zone:1,28.8,0.0,hk,26,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:15_zone:1,15.0,0.0,hk,26,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:16_zone:1,22.6,0.0,hk,26,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:17_zone:1,23.8,0.0,hk,26,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:18_zone:1,24.3,0.0,hk,26,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:19_zone:1,28.6,0.0,hk,26,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:1_zone:1,47.6,0.0,hk,26,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:2_zone:1,44.1,0.0,hk,26,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:3_zone:1,61.1,0.0,hk,26,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:4_zone:1,34.3,0.0,hk,26,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:5_zone:1,48.6,0.0,hk,26,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:6_zone:1,53.4,0.0,hk,26,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:7_zone:1,34.5,0.0,hk,26,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:8_zone:1,22.5,0.0,hk,26,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:26_j:9_zone:1,40.8,0.0,hk,26,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:0_zone:1,58.6,0.0,hk,27,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:10_zone:1,28.3,0.0,hk,27,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:11_zone:1,56.1,0.0,hk,27,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:12_zone:1,56.1,0.0,hk,27,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:13_zone:1,30.1,0.0,hk,27,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:14_zone:1,55.8,0.0,hk,27,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:15_zone:1,68.2,0.0,hk,27,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:16_zone:1,48.9,0.0,hk,27,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:17_zone:1,39.9,0.0,hk,27,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:18_zone:1,21.0,0.0,hk,27,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:19_zone:1,20.0,0.0,hk,27,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:1_zone:1,34.5,0.0,hk,27,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:2_zone:1,32.1,0.0,hk,27,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:3_zone:1,51.9,0.0,hk,27,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:4_zone:1,32.5,0.0,hk,27,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:5_zone:1,38.5,0.0,hk,27,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:6_zone:1,62.2,0.0,hk,27,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:7_zone:1,56.3,0.0,hk,27,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:8_zone:1,41.5,0.0,hk,27,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:27_j:9_zone:1,40.3,0.0,hk,27,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:0_zone:1,60.6,0.0,hk,28,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:10_zone:1,72.8,0.0,hk,28,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:11_zone:1,38.9,0.0,hk,28,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:12_zone:1,40.2,0.0,hk,28,12,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:13_zone:1,39.3,0.0,hk,28,13,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:14_zone:1,65.1,0.0,hk,28,14,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:15_zone:1,86.6,0.0,hk,28,15,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:16_zone:1,73.9,0.0,hk,28,16,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:17_zone:1,48.0,0.0,hk,28,17,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:18_zone:1,46.5,0.0,hk,28,18,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:19_zone:1,30.1,0.0,hk,28,19,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:1_zone:1,43.6,0.0,hk,28,1,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:2_zone:1,29.3,0.0,hk,28,2,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:3_zone:1,33.8,0.0,hk,28,3,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:4_zone:1,30.9,0.0,hk,28,4,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:5_zone:1,35.7,0.0,hk,28,5,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:6_zone:1,34.0,0.0,hk,28,6,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:7_zone:1,44.1,0.0,hk,28,7,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:8_zone:1,53.2,0.0,hk,28,8,hk,arr,,,,1,,
oname:hk_otype:arr_i:28_j:9_zone:1,28.4,0.0,hk,28,9,hk,arr,,,,1,,
oname:hk_otype:arr_i:29_j:0_zone:1,29.4,0.0,hk,29,0,hk,arr,,,,1,,
oname:hk_otype:arr_i:29_j:10_zone:1,35.4,0.0,hk,29,10,hk,arr,,,,1,,
oname:hk_otype:arr_i:29_j:11_zone:1,40.5,0.0,hk,29,11,hk,arr,,,,1,,
oname:hk_otype:arr_i:29_j:12_zone:1,69.2,0.0,hk,29,12,hk,arr,,,,1,,
