obsnme,obsval,weight,obgnme,i,j,oname,otype,time,totim,usecol,zone,observed,standard_deviation
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3652.5,34.08722166,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3652.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3683.5,34.09235231,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3683.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3712.5,34.11697023,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3712.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3743.5,34.2074897,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3743.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3773.5,34.20981941,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3773.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3804.5,34.25398455,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3804.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3834.5,34.23083101,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3834.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3865.5,34.18030152,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3865.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3896.5,34.08429752,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3896.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3926.5,33.99271482,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3926.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3957.5,33.90948122,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3957.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:3987.5,33.86687257,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,3987.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4018.5,33.83559173,2.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4018.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4049.5,33.85989653,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4049.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4077.5,33.88410587,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4077.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4108.5,33.92541703,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4108.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4138.5,33.99946281,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4138.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4169.5,34.0297886,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4169.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4199.5,34.02184134,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4199.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4230.5,33.96408482,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4230.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4261.5,33.88891938,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4261.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4291.5,33.80739097,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4291.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4322.5,33.73677984,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4322.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4352.5,33.6964806,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4352.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-13-10_time:4383.5,33.71152995,0.0,oname:hds_otype:lst_usecol:trgw-0-13-10,,,hds,lst,4383.5,,trgw-0-13-10,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3652.5,34.00709257,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3652.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3683.5,34.00914902,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3683.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3712.5,34.02857205,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3712.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3743.5,34.10455667,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3743.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3773.5,34.08982842,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3773.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3804.5,34.1240053,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3804.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3834.5,34.09413484,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3834.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3865.5,34.04889124,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3865.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3896.5,33.9697187,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3896.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3926.5,33.90326948,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3926.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3957.5,33.84758508,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3957.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:3987.5,33.83012768,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,3987.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4018.5,33.82218124,2.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4018.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4049.5,33.85527665,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4049.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4077.5,33.87707704,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4077.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4108.5,33.91053145,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4108.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4138.5,33.97053086,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4138.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4169.5,33.9834726,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4169.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4199.5,33.96759052,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4199.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4230.5,33.91382127,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4230.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4261.5,33.85433453,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4261.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4291.5,33.79417432,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4291.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4322.5,33.74756248,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4322.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4352.5,33.72700605,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4352.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-15-16_time:4383.5,33.75212608,0.0,oname:hds_otype:lst_usecol:trgw-0-15-16,,,hds,lst,4383.5,,trgw-0-15-16,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3652.5,34.21348703,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3652.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3683.5,34.22918605,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3683.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3712.5,34.25373544,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3712.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3743.5,34.31669101,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3743.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3773.5,34.32853921,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3773.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3804.5,34.36179213,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3804.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3834.5,34.35455697,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3834.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3865.5,34.32758332,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3865.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3896.5,34.2699941,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3896.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3926.5,34.21097416,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3926.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3957.5,34.15435073,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3957.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:3987.5,34.1248327,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,3987.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4018.5,34.11425528,2.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4018.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4049.5,34.13500976,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4049.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4077.5,34.15479663,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4077.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4108.5,34.18434252,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4108.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4138.5,34.2333282,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4138.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4169.5,34.25840969,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4169.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4199.5,34.25899726,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4199.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4230.5,34.22753278,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4230.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4261.5,34.18191348,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4261.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4291.5,34.12979376,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4291.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4322.5,34.08226793,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4322.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4352.5,34.05293557,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4352.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-15_time:4383.5,34.05758512,0.0,oname:hds_otype:lst_usecol:trgw-0-2-15,,,hds,lst,4383.5,,trgw-0-2-15,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3652.5,34.47347501,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3652.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3683.5,34.51690294,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3683.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3712.5,34.57622264,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3712.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3743.5,34.7133972,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3743.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3773.5,34.73160568,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3773.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3804.5,34.80135849,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3804.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3834.5,34.78132621,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3834.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3865.5,34.7243696,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3865.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3896.5,34.60552313,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3896.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3926.5,34.48854812,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3926.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3957.5,34.37826149,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3957.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:3987.5,34.32567854,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,3987.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4018.5,34.30634321,2.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4018.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4049.5,34.35263458,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4049.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4077.5,34.39245648,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4077.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4108.5,34.45182849,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4108.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4138.5,34.55219666,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4138.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4169.5,34.59722494,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4169.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4199.5,34.59260872,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4199.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4230.5,34.52349118,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4230.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4261.5,34.42997419,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4261.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4291.5,34.32535661,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4291.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4322.5,34.23275569,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4322.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4352.5,34.17852288,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4352.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-2-9_time:4383.5,34.19531969,0.0,oname:hds_otype:lst_usecol:trgw-0-2-9,,,hds,lst,4383.5,,trgw-0-2-9,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3652.5,33.92174657,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3652.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3683.5,33.91844247,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3683.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3712.5,33.94472008,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3712.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3743.5,34.0449371,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3743.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3773.5,34.0328778,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3773.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3804.5,34.07544914,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3804.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3834.5,34.03876386,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3834.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3865.5,33.97728562,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3865.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3896.5,33.87036838,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3896.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3926.5,33.777404,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3926.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3957.5,33.69908115,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3957.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:3987.5,33.63275587,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,3987.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4018.5,33.579332,2.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4018.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4049.5,33.60069357,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4049.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4077.5,33.62135285,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4077.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4108.5,33.6608575,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4108.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4138.5,33.73757309,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4138.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4169.5,33.75727518,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4169.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4199.5,33.73696296,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4199.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4230.5,33.66473513,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4230.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4261.5,33.58171212,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4261.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4291.5,33.49735832,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4291.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4322.5,33.42607349,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4322.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4352.5,33.38640499,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4352.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-21-10_time:4383.5,33.40863773,0.0,oname:hds_otype:lst_usecol:trgw-0-21-10,,,hds,lst,4383.5,,trgw-0-21-10,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3652.5,33.85638409,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3652.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3683.5,33.85457426,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3683.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3712.5,33.87578999,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3712.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3743.5,33.95188152,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3743.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3773.5,33.93002913,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3773.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3804.5,33.96145891,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3804.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3834.5,33.92678169,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3834.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3865.5,33.87935398,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3865.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3896.5,33.80084203,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3896.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3926.5,33.73942335,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3926.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3957.5,33.69079449,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3957.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:3987.5,33.67052401,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,3987.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4018.5,33.63177796,2.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4018.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4049.5,33.65644421,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4049.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4077.5,33.67330685,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4077.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4108.5,33.70337954,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4108.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4138.5,33.76015224,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4138.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4169.5,33.76549877,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4169.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4199.5,33.74508303,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4199.5,,trgw-0-22-15,,,
oname:hds_otype:lst_usecol:trgw-0-22-15_time:4230.5,33.6878455,0.0,oname:hds_otype:lst_usecol:trgw-0-22-15,,,hds,lst,4230.5,,trgw-0-22-15,,,
