time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
4077.5,-0.08155270999999686,-0.2611492600000034,-0.2856660400000024,-0.4564996500000049,-0.3434243600000002,-0.20107463999999453,-0.559198379999998,-0.23571356000000065,-2.004152700000006,-1.0386645400000063,-0.17351972999999532,-0.5393177300000005,-0.3971380400000015
4108.5,0.01255695999999773,-0.08058293999999933,-0.10129450000000162,-0.2955119200000027,-0.17268751000000293,-0.08376807999999869,-0.3910604499999977,-0.13382690000000252,-1.5687686600000035,-0.847911510000003,-0.09649670999999671,-0.4105658999999946,-0.2687941200000026
4138.5,0.0717627599999986,0.055998739999999714,0.0413981000000021,-0.15442421000000195,-0.03497678000000093,0.0003297599999996237,-0.2565720599999963,-0.06057522000000404,-1.3944584800000044,-0.6864523500000033,-0.0424767399999979,-0.3023613199999957,-0.18052795999999915
4169.5,0.10584333999999984,0.15402894999999717,0.1457690499999984,-0.03562340999999947,0.040887499999996635,0.045612220000002424,-0.18255437999999913,-0.019640610000003278,-1.4676004300000045,-0.6223272800000004,-0.01582289999999631,-0.2392426799999967,-0.15544009999999986
4199.5,0.09032241999999968,0.16318345999999906,0.15952133999999774,-0.0019218999999992548,0.020605150000001515,0.02309584000000342,-0.2070311800000013,-0.04092001000000067,-1.5697640500000034,-0.6541465600000009,-0.028944019999997295,-0.24769107999999562,-0.16447557000000046
4230.5,0.02256358999999719,0.06375274999999903,0.061330009999998936,-0.09021587000000153,-0.0900290599999991,-0.06142898999999602,-0.3393986800000022,-0.12642687000000308,-1.7437293999999994,-0.7898596100000006,-0.09123314999999366,-0.3534164699999991,-0.27756452999999937
4261.5,-0.07336451999999838,-0.11167893000000362,-0.11744768999999877,-0.2797001500000036,-0.2664484000000016,-0.18439863999999773,-0.5331552600000009,-0.2442938300000037,-1.9795644200000027,-0.9981369500000028,-0.17972487999999487,-0.5233304799999985,-0.43089152000000297
4291.5,-0.1725135499999979,-0.31661787000000174,-0.3296225500000034,-0.5222615700000048,-0.4673669700000005,-0.31290242000000035,-0.7291840600000015,-0.35255270000000394,-2.0418395100000026,-1.1919820700000017,-0.2692828499999962,-0.6967569599999948,-0.563189770000001
4322.5,-0.2509433199999975,-0.5065673400000037,-0.5295344900000032,-0.773480830000004,-0.6336417899999987,-0.4114849599999957,-0.8946119100000018,-0.4303836800000056,-2.4218968900000064,-1.4292603400000061,-0.3408579599999939,-0.8657474500000006,-0.6824543099999971
4352.5,-0.28318672999999706,-0.6214483600000023,-0.6541086699999994,-0.9599186200000034,-0.710457550000001,-0.4504060399999972,-0.9855334499999984,-0.46967797000000644,-2.5158360300000027,-1.5674144500000011,-0.3762329399999942,-0.9733017399999966,-0.7575222299999993
4383.5,-0.2434980600000003,-0.602893739999999,-0.6427015000000011,-1.010084820000003,-0.6575181800000038,-0.4026086499999977,-0.9469417899999968,-0.43515658000000457,-2.51857124,-1.5506694900000042,-0.3508900299999951,-0.9610738399999974,-0.7468065899999985
